"year","month","centroid_latitude","centroid_longitude","events_total","fatalities_total"
"2024","4","2.989","34.035","1","1"
"2024","4","3.016","45.875","30","35"
"2024","4","3.019","32.389","1","1"
"2024","4","3.141","101.681","1","0"
"2024","4","3.220","40.711","6","5"
"2024","4","3.234","101.477","3","0"
"2024","4","3.264","-72.860","4","1"
"2024","4","3.337","28.790","4","1"
"2024","4","3.423","-65.723","2","0"
"2024","4","3.651","34.206","2","3"
"2024","4","3.891","-58.138","2","0"
"2024","4","3.908","97.125","6","0"
"2024","4","3.921","-53.719","5","1"
"2024","4","3.933","108.195","2","0"
"2024","4","4.065","-76.123","20","3"
"2024","4","4.090","-75.121","6","0"
"2024","4","4.183","43.840","4","1"
"2024","4","4.203","73.540","1","0"
"2024","4","4.280","-74.176","33","0"
"2024","4","4.322","45.492","21","43"
"2024","4","4.376","18.553","4","10"
"2024","4","4.397","-75.694","1","0"
"2024","4","4.530","-69.467","2","0"
"2024","4","4.684","11.854","1","0"
"2024","4","4.755","33.397","24","83"
"2024","4","4.781","-73.671","4","0"
"2024","4","4.825","5.959","2","1"
"2024","4","4.879","18.191","1","0"
"2024","4","4.890","31.459","7","1"
"2024","4","4.985","46.897","8","14"
"2024","4","4.998","7.802","4","2"
"2024","4","5.036","6.840","21","17"
"2024","4","5.116","-75.981","4","0"
"2024","4","5.236","9.281","119","78"
"2024","4","5.291","-75.335","7","0"
"2024","4","5.295","-71.678","5","1"
"2024","4","5.415","-4.067","5","0"
"2024","4","5.432","23.428","1","9"
"2024","4","5.433","7.494","4","2"
"2024","4","5.539","-58.158","1","0"
"2024","4","5.540","29.146","9","8"
"2024","4","5.555","7.030","6","2"
"2024","4","5.575","117.214","1","0"
"2024","4","5.671","-1.167","3","1"
"2024","4","5.759","-0.044","9","2"
"2024","4","5.760","6.327","12","10"
"2024","4","5.791","8.414","1","1"
"2024","4","5.816","36.987","6","12"
"2024","4","5.856","-72.768","3","0"
"2024","4","5.868","-4.173","1","0"
"2024","4","5.974","121.157","18","32"
"2024","4","6.026","48.223","9","155"
"2024","4","6.027","-63.455","8","2"
"2024","4","6.130","20.812","1","0"
"2024","4","6.149","101.238","6","2"
"2024","4","6.185","101.733","5","3"
"2024","4","6.234","6.942","16","32"
"2024","4","6.244","8.068","6","15"
"2024","4","6.250","80.461","2","0"
"2024","4","6.302","73.109","1","0"
"2024","4","6.319","-77.083","9","6"
"2024","4","6.371","2.392","3","0"
"2024","4","6.434","10.468","153","47"
"2024","4","6.455","-58.134","3","0"
"2024","4","6.460","-0.458","1","0"
"2024","4","6.491","3.785","21","14"
"2024","4","6.491","100.267","1","0"
"2024","4","6.511","7.393","14","14"
"2024","4","6.517","1.204","4","0"
"2024","4","6.522","-10.593","2","2"
"2024","4","6.538","0.397","1","0"
"2024","4","6.550","72.953","2","0"
"2024","4","6.573","-70.957","26","8"
"2024","4","6.584","25.375","4","3"
"2024","4","6.604","124.421","3","1"
"2024","4","6.614","2.219","2","0"
"2024","4","6.655","5.878","16","11"
"2024","4","6.666","2.516","1","0"
"2024","4","6.695","30.126","24","34"
"2024","4","6.715","15.980","4","7"
"2024","4","6.727","101.334","10","4"
"2024","4","6.740","-1.625","5","1"
"2024","4","6.760","-8.746","1","0"
"2024","4","6.779","125.220","2","0"
"2024","4","6.800","100.617","3","0"
"2024","4","6.813","80.336","5","0"
"2024","4","6.821","4.863","6","1"
"2024","4","6.828","80.033","26","0"
"2024","4","6.860","-2.616","1","0"
"2024","4","6.926","-73.269","23","0"
"2024","4","6.950","40.414","108","311"
"2024","4","6.963","81.239","4","0"
"2024","4","7.064","17.745","5","8"
"2024","4","7.074","-68.810","6","1"
"2024","4","7.117","3.267","6","5"
"2024","4","7.157","-75.445","27","8"
"2024","4","7.247","44.728","1","3"
"2024","4","7.281","2.123","1","0"
"2024","4","7.297","8.816","32","66"
"2024","4","7.330","22.946","4","7"
"2024","4","7.382","80.724","20","0"
"2024","4","7.543","4.535","2","1"
"2024","4","7.622","6.854","6","5"
"2024","4","7.631","32.141","35","37"
"2024","4","7.697","5.301","3","0"
"2024","4","7.753","81.462","14","0"
"2024","4","7.754","37.923","2","0"
"2024","4","7.809","122.785","1","0"
"2024","4","7.813","-2.362","1","0"
"2024","4","7.839","-80.747","2","0"
"2024","4","7.928","28.954","13","31"
"2024","4","8.005","-72.009","2","1"
"2024","4","8.047","-81.241","3","0"
"2024","4","8.054","10.384","10","13"
"2024","4","8.082","-72.862","15","9"
"2024","4","8.133","3.615","7","1"
"2024","4","8.173","-69.974","4","1"
"2024","4","8.247","124.794","6","9"
"2024","4","8.271","49.114","3","1"
"2024","4","8.282","80.485","2","0"
"2024","4","8.300","16.462","1","0"
"2024","4","8.389","20.571","1","0"
"2024","4","8.395","-75.514","22","0"
"2024","4","8.396","-8.897","3","0"
"2024","4","8.429","-71.322","5","1"
"2024","4","8.460","-82.516","1","0"
"2024","4","8.510","-3.250","3","0"
"2024","4","8.539","25.219","7","7"
"2024","4","8.553","8.193","4","6"
"2024","4","8.565","-80.473","3","0"
"2024","4","8.637","13.873","4","2"
"2024","4","8.664","29.801","7","4"
"2024","4","8.719","-81.690","1","0"
"2024","4","8.798","-79.970","4","0"
"2024","4","8.831","-66.382","10","2"
"2024","4","8.868","-74.213","32","5"
"2024","4","8.872","125.784","1","1"
"2024","4","8.885","-61.419","1","0"
"2024","4","8.914","-78.530","15","0"
"2024","4","8.917","27.038","5","0"
"2024","4","8.960","-64.129","3","0"
"2024","4","8.964","38.776","3","3"
"2024","4","8.966","-69.392","2","0"
"2024","4","8.985","7.188","19","3"
"2024","4","9.057","-77.905","1","0"
"2024","4","9.070","47.611","2","3"
"2024","4","9.086","4.571","5","2"
"2024","4","9.130","-80.183","5","0"
"2024","4","9.155","45.443","1","0"
"2024","4","9.158","-75.152","8","0"
"2024","4","9.170","12.295","2","0"
"2024","4","9.178","80.481","24","0"
"2024","4","9.188","-83.268","3","0"
"2024","4","9.217","-82.648","5","0"
"2024","4","9.264","1.719","1","1"
"2024","4","9.274","-73.621","11","0"
"2024","4","9.277","0.002","1","0"
"2024","4","9.309","-68.352","3","1"
"2024","4","9.321","18.863","3","0"
"2024","4","9.350","-63.148","4","1"
"2024","4","9.365","9.628","18","36"
"2024","4","9.494","-70.582","1","0"
"2024","4","9.628","-13.550","6","2"
"2024","4","9.635","-84.059","13","0"
"2024","4","9.710","2.740","5","3"
"2024","4","9.733","28.471","11","18"
"2024","4","9.795","5.738","14","83"
"2024","4","9.802","22.402","9","11"
"2024","4","9.830","44.109","3","0"
"2024","4","9.882","124.206","6","2"
"2024","4","9.896","-66.880","11","10"
"2024","4","10.003","-83.374","5","0"
"2024","4","10.074","-70.025","10","1"
"2024","4","10.100","-72.443","20","4"
"2024","4","10.112","32.797","5","4"
"2024","4","10.134","-74.504","20","0"
"2024","4","10.159","49.973","3","50"
"2024","4","10.164","-61.426","1","0"
"2024","4","10.195","-13.016","3","3"
"2024","4","10.197","-68.011","8","3"
"2024","4","10.206","-61.278","2","2"
"2024","4","10.262","7.873","24","76"
"2024","4","10.266","-61.091","2","0"
"2024","4","10.280","-61.455","4","2"
"2024","4","10.293","-66.542","13","3"
"2024","4","10.305","-68.700","4","1"
"2024","4","10.309","-4.490","6","29"
"2024","4","10.325","-0.437","1","0"
"2024","4","10.388","-3.282","4","4"
"2024","4","10.399","-63.576","6","1"
"2024","4","10.449","-61.342","3","1"
"2024","4","10.456","-84.467","5","1"
"2024","4","10.460","47.529","7","8"
"2024","4","10.474","35.346","4","1"
"2024","4","10.475","-66.970","9","1"
"2024","4","10.480","-85.279","1","0"
"2024","4","10.510","-67.237","6","0"
"2024","4","10.512","0.465","1","0"
"2024","4","10.516","-10.974","2","0"
"2024","4","10.518","1.520","6","1"
"2024","4","10.533","-61.418","2","2"
"2024","4","10.540","76.454","62","0"
"2024","4","10.592","-12.008","1","0"
"2024","4","10.612","20.710","1","0"
"2024","4","10.630","-61.280","1","1"
"2024","4","10.631","-9.374","10","5"
"2024","4","10.639","-61.118","1","0"
"2024","4","10.661","-61.517","9","7"
"2024","4","10.668","-74.994","13","0"
"2024","4","10.678","-61.472","6","4"
"2024","4","10.687","-61.320","3","2"
"2024","4","10.714","-61.581","1","0"
"2024","4","10.726","-0.819","2","0"
"2024","4","10.821","78.342","144","3"
"2024","4","10.900","24.302","18","31"
"2024","4","10.990","9.332","3","12"
"2024","4","11.008","34.095","2","1"
"2024","4","11.021","-63.908","1","0"
"2024","4","11.177","122.531","14","13"
"2024","4","11.229","30.914","16","84"
"2024","4","11.230","26.397","7","6"
"2024","4","11.241","-60.671","2","0"
"2024","4","11.241","38.322","108","362"
"2024","4","11.249","-69.510","13","0"
"2024","4","11.263","-14.311","2","0"
"2024","4","11.396","-4.034","6","23"
"2024","4","11.427","-72.586","58","0"
"2024","4","11.457","14.792","102","162"
"2024","4","11.466","2.796","20","12"
"2024","4","11.531","-6.856","2","0"
"2024","4","11.573","8.526","3","1"
"2024","4","11.574","104.829","11","0"
"2024","4","11.576","104.272","1","0"
"2024","4","11.630","43.334","3","0"
"2024","4","11.679","4.002","2","7"
"2024","4","11.691","40.879","4","12"
"2024","4","11.718","-0.276","21","113"
"2024","4","11.721","-11.937","1","0"
"2024","4","11.738","-86.271","1","1"
"2024","4","11.869","28.221","16","20"
"2024","4","11.871","-15.607","1","0"
"2024","4","11.876","13.435","41","296"
"2024","4","11.927","79.780","5","0"
"2024","4","11.983","11.548","4","5"
"2024","4","11.996","21.482","1","1"
"2024","4","12.083","6.003","58","169"
"2024","4","12.117","-14.176","1","0"
"2024","4","12.152","15.020","3","1"
"2024","4","12.163","-68.961","1","0"
"2024","4","12.182","-86.220","4","0"
"2024","4","12.243","7.506","20","136"
"2024","4","12.257","1.006","43","65"
"2024","4","12.308","23.234","3","0"
"2024","4","12.363","-1.542","2","0"
"2024","4","12.402","-0.889","1","1"
"2024","4","12.474","-3.589","19","63"
"2024","4","12.508","53.893","1","0"
"2024","4","12.518","-69.984","2","0"
"2024","4","12.541","99.067","85","67"
"2024","4","12.603","92.825","4","0"
"2024","4","12.605","-7.990","1","0"
"2024","4","12.708","5.211","13","70"
"2024","4","12.753","-16.400","1","0"
"2024","4","12.806","44.788","12","2"
"2024","4","12.870","121.134","1","1"
"2024","4","12.883","-87.165","1","1"
"2024","4","12.909","34.082","26","23"
"2024","4","12.912","-15.554","1","0"
"2024","4","13.162","3.306","1","1"
"2024","4","13.224","-1.031","25","139"
"2024","4","13.295","43.786","43","32"
"2024","4","13.320","44.762","60","79"
"2024","4","13.373","-87.049","8","0"
"2024","4","13.430","-88.540","1","0"
"2024","4","13.442","123.439","3","2"
"2024","4","13.453","-2.251","8","62"
"2024","4","13.474","144.750","1","0"
"2024","4","13.479","-7.617","17","41"
"2024","4","13.506","144.806","1","0"
"2024","4","13.508","22.703","1","0"
"2024","4","13.515","21.268","2","0"
"2024","4","13.526","2.119","3","0"
"2024","4","13.551","39.147","32","49"
"2024","4","13.590","32.352","10","2"
"2024","4","13.627","46.228","33","16"
"2024","4","13.728","70.473","72","0"
"2024","4","13.729","100.604","5","0"
"2024","4","13.745","-89.361","3","3"
"2024","4","13.753","14.176","2","6"
"2024","4","13.770","-89.158","10","0"
"2024","4","13.796","-10.226","2","10"
"2024","4","13.799","1.877","31","58"
"2024","4","13.800","103.078","1","0"
"2024","4","13.865","-13.324","1","0"
"2024","4","13.884","-88.738","1","0"
"2024","4","13.894","44.783","39","33"
"2024","4","13.962","-86.563","5","0"
"2024","4","14.024","-0.768","32","168"
"2024","4","14.051","-6.003","26","42"
"2024","4","14.088","44.175","34","2"
"2024","4","14.117","-89.568","2","0"
"2024","4","14.129","-87.984","2","0"
"2024","4","14.175","-16.561","1","0"
"2024","4","14.176","-89.094","1","0"
"2024","4","14.191","121.163","5","2"
"2024","4","14.192","-90.988","2","0"
"2024","4","14.214","35.022","11","12"
"2024","4","14.232","7.475","2","0"
"2024","4","14.326","45.216","18","9"
"2024","4","14.343","-87.115","44","5"
"2024","4","14.389","29.437","35","146"
"2024","4","14.419","-91.829","1","2"
"2024","4","14.476","-89.037","2","0"
"2024","4","14.515","-3.649","56","109"
"2024","4","14.540","44.306","27","3"
"2024","4","14.551","-90.753","1","1"
"2024","4","14.555","-87.678","8","4"
"2024","4","14.568","121.040","18","3"
"2024","4","14.585","-90.436","45","36"
"2024","4","14.651","46.620","17","4"
"2024","4","14.657","43.687","11","0"
"2024","4","14.658","-90.926","4","4"
"2024","4","14.659","33.229","121","144"
"2024","4","14.695","98.905","1","0"
"2024","4","14.701","-16.870","1","0"
"2024","4","14.737","-17.240","2","0"
"2024","4","14.762","-16.026","2","0"
"2024","4","14.779","43.218","42","21"
"2024","4","14.823","-85.954","9","2"
"2024","4","14.895","-88.926","7","1"
"2024","4","14.949","-23.522","2","0"
"2024","4","14.954","-91.912","1","0"
"2024","4","15.021","75.534","139","2"
"2024","4","15.095","-88.372","1","0"
"2024","4","15.279","37.631","4","0"
"2024","4","15.300","-87.291","6","3"
"2024","4","15.308","43.499","43","0"
"2024","4","15.333","45.452","30","5"
"2024","4","15.351","74.104","4","0"
"2024","4","15.357","-87.995","15","8"
"2024","4","15.393","44.475","10","0"
"2024","4","15.420","44.192","11","2"
"2024","4","15.439","-91.000","1","4"
"2024","4","15.459","120.696","3","1"
"2024","4","15.533","13.127","20","13"
"2024","4","15.548","-85.310","11","1"
"2024","4","15.603","-91.642","1","3"
"2024","4","15.674","-87.042","8","2"
"2024","4","15.710","35.536","1","0"
"2024","4","15.860","25.501","115","238"
"2024","4","15.897","79.622","64","0"
"2024","4","15.915","33.135","108","72"
"2024","4","15.982","-12.687","1","0"
"2024","4","16.092","-14.733","1","0"
"2024","4","16.094","43.204","7","1"
"2024","4","16.096","-86.949","1","0"
"2024","4","16.116","43.941","70","3"
"2024","4","16.160","5.340","6","2"
"2024","4","16.171","-61.703","2","0"
"2024","4","16.260","-92.233","43","28"
"2024","4","16.330","-61.420","3","0"
"2024","4","16.529","48.627","10","1"
"2024","4","16.596","45.599","51","5"
"2024","4","16.662","2.916","11","14"
"2024","4","16.700","-11.852","1","0"
"2024","4","16.721","-22.939","1","0"
"2024","4","16.849","-24.972","4","0"
"2024","4","16.988","-0.109","41","42"
"2024","4","17.053","96.115","44","8"
"2024","4","17.058","51.824","2","1"
"2024","4","17.088","44.042","80","5"
"2024","4","17.108","95.144","12","1"
"2024","4","17.110","-61.829","5","2"
"2024","4","17.110","97.355","81","62"
"2024","4","17.134","120.614","2","2"
"2024","4","17.137","-25.138","1","0"
"2024","4","17.163","-96.278","22","12"
"2024","4","17.367","121.064","2","2"
"2024","4","17.369","97.787","79","344"
"2024","4","17.538","-88.435","1","1"
"2024","4","17.602","-99.946","59","18"
"2024","4","17.875","79.306","105","1"
"2024","4","17.923","-92.590","53","58"
"2024","4","17.948","-71.525","1","0"
"2024","4","17.952","-77.272","4","2"
"2024","4","17.960","-95.178","80","21"
"2024","4","17.969","-76.784","7","3"
"2024","4","18.016","-66.147","1","0"
"2024","4","18.047","-77.033","7","3"
"2024","4","18.051","-66.720","1","1"
"2024","4","18.057","-77.783","3","1"
"2024","4","18.069","-77.519","1","0"
"2024","4","18.083","-63.054","1","0"
"2024","4","18.103","-66.165","3","3"
"2024","4","18.144","-15.958","15","0"
"2024","4","18.193","96.618","68","96"
"2024","4","18.212","-66.056","1","1"
"2024","4","18.214","-77.996","4","3"
"2024","4","18.234","-65.758","1","0"
"2024","4","18.260","-65.975","1","2"
"2024","4","18.265","-66.507","1","1"
"2024","4","18.328","-77.250","1","1"
"2024","4","18.328","95.642","36","38"
"2024","4","18.336","-67.232","3","0"
"2024","4","18.359","-66.246","1","1"
"2024","4","18.368","-77.854","2","2"
"2024","4","18.368","-77.605","1","1"
"2024","4","18.384","-78.131","4","2"
"2024","4","18.384","-66.054","4","2"
"2024","4","18.417","-66.491","1","2"
"2024","4","18.426","-66.863","1","1"
"2024","4","18.429","-66.215","2","2"
"2024","4","18.450","-67.118","3","0"
"2024","4","18.484","-69.929","4","0"
"2024","4","18.516","-74.099","1","10"
"2024","4","18.565","-69.856","2","0"
"2024","4","18.617","-72.174","146","133"
"2024","4","18.696","98.617","2","0"
"2024","4","18.734","-99.101","40","33"
"2024","4","18.817","75.426","43","6"
"2024","4","18.835","33.123","3","0"
"2024","4","18.969","-71.721","1","0"
"2024","4","19.011","-72.016","5","4"
"2024","4","19.031","-70.727","1","1"
"2024","4","19.100","-103.924","25","20"
"2024","4","19.159","109.584","1","0"
"2024","4","19.161","-101.668","61","37"
"2024","4","19.245","97.320","3","37"
"2024","4","19.289","-81.371","1","0"
"2024","4","19.320","-99.152","76","24"
"2024","4","19.328","-99.822","65","34"
"2024","4","19.333","-89.942","12","2"
"2024","4","19.335","-72.493","10","2"
"2024","4","19.336","-70.952","1","0"
"2024","4","19.350","-97.420","42","27"
"2024","4","19.366","29.896","5","0"
"2024","4","19.409","94.232","193","258"
"2024","4","19.418","-98.110","6","6"
"2024","4","19.420","10.687","3","1"
"2024","4","19.429","-6.969","3","0"
"2024","4","19.439","-71.573","4","0"
"2024","4","19.497","-71.891","1","1"
"2024","4","19.567","-72.218","3","1"
"2024","4","19.590","-155.449","3","0"
"2024","4","19.719","-71.444","1","0"
"2024","4","19.723","-70.722","1","0"
"2024","4","19.741","-88.324","7","2"
"2024","4","19.788","-73.098","1","4"
"2024","4","19.805","0.630","9","15"
"2024","4","19.867","96.129","8","19"
"2024","4","19.973","105.512","1","0"
"2024","4","20.074","35.413","2","0"
"2024","4","20.168","-15.885","1","0"
"2024","4","20.189","84.472","49","4"
"2024","4","20.193","-3.819","19","44"
"2024","4","20.223","-75.946","1","0"
"2024","4","20.295","-76.779","1","0"
"2024","4","20.497","-99.214","30","6"
"2024","4","20.615","-89.085","6","1"
"2024","4","20.807","97.530","51","116"
"2024","4","20.810","94.543","114","99"
"2024","4","20.838","-103.217","48","30"
"2024","4","20.845","-99.998","3","0"
"2024","4","20.877","-101.259","80","61"
"2024","4","20.950","81.509","25","50"
"2024","4","20.987","105.785","1","1"
"2024","4","21.125","-73.316","1","0"
"2024","4","21.390","-77.830","3","0"
"2024","4","21.592","-8.868","1","0"
"2024","4","21.937","96.412","114","118"
"2024","4","22.246","92.213","32","11"
"2024","4","22.300","-75.779","1","0"
"2024","4","22.327","-83.842","1","0"
"2024","4","22.375","93.604","29","11"
"2024","4","22.413","114.054","7","0"
"2024","4","22.416","72.043","62","2"
"2024","4","22.429","90.236","10","2"
"2024","4","22.598","-81.083","3","0"
"2024","4","22.822","98.007","37","28"
"2024","4","22.828","-101.097","13","15"
"2024","4","22.837","121.026","2","0"
"2024","4","22.868","112.394","9","0"
"2024","4","22.877","-82.071","1","0"
"2024","4","22.973","120.636","1","0"
"2024","4","23.058","-82.359","8","0"
"2024","4","23.082","-103.209","25","9"
"2024","4","23.139","89.329","6","0"
"2024","4","23.149","120.343","4","0"
"2024","4","23.240","92.890","7","0"
"2024","4","23.479","120.452","1","0"
"2024","4","23.555","28.443","1","1"
"2024","4","23.652","85.167","23","0"
"2024","4","23.668","32.692","2","0"
"2024","4","23.713","2.384","2","2"
"2024","4","23.735","91.554","27","0"
"2024","4","23.819","90.220","38","6"
"2024","4","23.841","120.931","3","0"
"2024","4","23.972","79.393","16","0"
"2024","4","23.991","120.496","2","0"
"2024","4","24.220","120.818","1","0"
"2024","4","24.346","123.847","10","0"
"2024","4","24.390","88.100","120","3"
"2024","4","24.457","118.383","1","0"
"2024","4","24.476","95.477","279","262"
"2024","4","24.554","88.933","18","3"
"2024","4","24.585","-104.584","10","0"
"2024","4","24.599","91.715","4","1"
"2024","4","24.687","121.150","1","0"
"2024","4","24.757","-107.386","40","17"
"2024","4","24.764","93.865","174","11"
"2024","4","24.824","90.418","4","0"
"2024","4","24.854","121.256","1","0"
"2024","4","24.944","-98.431","29","10"
"2024","4","24.986","121.771","1","0"
"2024","4","25.086","121.564","66","0"
"2024","4","25.116","121.708","1","0"
"2024","4","25.437","-111.545","12","1"
"2024","4","25.480","-99.502","76","72"
"2024","4","25.578","91.269","20","4"
"2024","4","25.897","88.967","6","3"
"2024","4","25.903","86.125","7","4"
"2024","4","25.945","14.376","7","2"
"2024","4","25.963","118.007","1","0"
"2024","4","25.995","50.542","11","0"
"2024","4","26.053","90.762","35","0"
"2024","4","26.089","97.374","89","66"
"2024","4","26.108","68.750","311","11"
"2024","4","26.108","94.560","7","0"
"2024","4","26.147","50.481","37","0"
"2024","4","26.193","50.551","51","0"
"2024","4","26.255","50.643","9","0"
"2024","4","26.291","-11.486","1","0"
"2024","4","26.513","22.085","9","1"
"2024","4","26.628","73.826","24","1"
"2024","4","26.944","85.607","24","0"
"2024","4","27.133","80.782","95","4"
"2024","4","27.142","55.033","12","0"
"2024","4","27.204","-102.311","11","0"
"2024","4","27.228","87.180","13","0"
"2024","4","27.400","111.360","1","0"
"2024","4","27.582","-6.269","3","3"
"2024","4","27.598","88.451","5","0"
"2024","4","27.653","85.393","43","1"
"2024","4","27.975","-81.561","34","1"
"2024","4","28.028","95.055","14","1"
"2024","4","28.100","82.522","6","0"
"2024","4","28.213","30.912","3","0"
"2024","4","28.273","60.861","22","10"
"2024","4","28.293","-16.622","17","0"
"2024","4","28.382","84.036","4","0"
"2024","4","28.386","-10.084","1","0"
"2024","4","28.460","65.816","134","83"
"2024","4","28.645","77.123","39","0"
"2024","4","28.704","-106.038","19","26"
"2024","4","28.785","51.504","11","0"
"2024","4","29.054","29.419","1","0"
"2024","4","29.178","119.735","1","0"
"2024","4","29.233","57.339","14","1"
"2024","4","29.248","47.912","1","0"
"2024","4","29.294","76.053","72","0"
"2024","4","29.298","82.475","9","0"
"2024","4","29.307","80.911","4","0"
"2024","4","29.358","53.318","12","0"
"2024","4","29.401","-110.554","27","16"
"2024","4","29.736","-8.158","25","0"
"2024","4","29.975","35.206","2","0"
"2024","4","29.996","79.237","5","1"
"2024","4","30.037","31.564","3","0"
"2024","4","30.182","102.291","3","0"
"2024","4","30.205","47.508","41","6"
"2024","4","30.331","31.225","1","0"
"2024","4","30.359","-115.244","53","45"
"2024","4","30.411","45.361","10","1"
"2024","4","30.428","33.616","1","1"
"2024","4","30.633","31.789","1","0"
"2024","4","30.678","34.883","46","0"
"2024","4","30.703","51.095","7","0"
"2024","4","30.726","76.787","15","0"
"2024","4","30.810","35.661","2","0"
"2024","4","30.829","14.149","36","9"
"2024","4","30.873","72.312","165","19"
"2024","4","30.874","-11.434","3","0"
"2024","4","30.971","-91.647","13","0"
"2024","4","31.024","75.582","110","3"
"2024","4","31.070","43.380","2","0"
"2024","4","31.076","65.693","2","4"
"2024","4","31.077","121.333","2","0"
"2024","4","31.111","35.839","3","0"
"2024","4","31.143","112.913","4","0"
"2024","4","31.169","-99.683","41","0"
"2024","4","31.288","46.273","15","2"
"2024","4","31.292","-5.575","7","0"
"2024","4","31.397","64.043","1","0"
"2024","4","31.407","34.358","883","1530"
"2024","4","31.464","48.992","48","0"
"2024","4","31.483","54.416","11","0"
"2024","4","31.591","130.993","3","0"
"2024","4","31.603","35.667","2","0"
"2024","4","31.670","36.315","15","0"
"2024","4","31.728","34.995","24","0"
"2024","4","31.736","9.768","1","0"
"2024","4","31.806","-8.306","20","0"
"2024","4","31.816","77.322","25","0"
"2024","4","31.845","45.167","1","0"
"2024","4","31.861","36.874","1","0"
"2024","4","31.879","87.084","4","0"
"2024","4","31.948","35.267","524","40"
"2024","4","31.979","50.810","8","0"
"2024","4","31.999","47.135","13","3"
"2024","4","32.085","34.917","21","1"
"2024","4","32.098","34.810","31","0"
"2024","4","32.100","131.192","3","0"
"2024","4","32.409","-6.280","37","0"
"2024","4","32.474","35.835","4","0"
"2024","4","32.490","43.807","1","0"
"2024","4","32.512","68.655","1","1"
"2024","4","32.577","44.637","5","2"
"2024","4","32.593","-89.705","5","0"
"2024","4","32.603","-86.732","4","0"
"2024","4","32.609","52.048","36","0"
"2024","4","32.628","34.982","22","0"
"2024","4","32.645","130.805","1","0"
"2024","4","32.675","-83.251","12","0"
"2024","4","32.686","128.756","5","0"
"2024","4","32.706","45.704","2","0"
"2024","4","32.762","36.892","50","4"
"2024","4","32.802","58.240","6","0"
"2024","4","32.831","36.111","49","55"
"2024","4","32.839","35.381","147","2"
"2024","4","32.938","119.917","2","0"
"2024","4","32.982","11.287","5","0"
"2024","4","33.011","35.799","72","3"
"2024","4","33.043","46.872","5","0"
"2024","4","33.065","-7.799","54","0"
"2024","4","33.155","67.754","2","1"
"2024","4","33.177","41.399","24","6"
"2024","4","33.214","131.353","1","0"
"2024","4","33.254","130.093","5","0"
"2024","4","33.278","44.378","27","6"
"2024","4","33.283","35.497","415","19"
"2024","4","33.342","35.304","246","10"
"2024","4","33.377","69.897","2","0"
"2024","4","33.381","126.547","7","0"
"2024","4","33.454","37.431","20","7"
"2024","4","33.483","130.493","6","0"
"2024","4","33.515","36.274","3","2"
"2024","4","33.516","48.322","11","0"
"2024","4","33.520","132.704","1","0"
"2024","4","33.531","75.181","68","8"
"2024","4","33.581","-2.391","54","0"
"2024","4","33.617","69.284","2","1"
"2024","4","33.622","-80.570","7","0"
"2024","4","33.641","35.810","7","2"
"2024","4","33.649","73.013","13","0"
"2024","4","33.747","-4.848","21","0"
"2024","4","33.776","9.791","1","0"
"2024","4","33.851","35.648","20","2"
"2024","4","33.858","113.055","4","0"
"2024","4","33.889","35.502","12","0"
"2024","4","33.893","134.181","1","0"
"2024","4","33.910","135.343","2","0"
"2024","4","33.928","77.389","1","0"
"2024","4","33.984","8.070","2","0"
"2024","4","33.993","71.672","90","99"
"2024","4","34.071","44.890","11","5"
"2024","4","34.085","-106.045","10","0"
"2024","4","34.085","-6.329","35","0"
"2024","4","34.167","36.299","8","0"
"2024","4","34.169","-111.668","39","0"
"2024","4","34.237","68.160","2","1"
"2024","4","34.239","62.068","5","9"
"2024","4","34.256","131.523","1","0"
"2024","4","34.320","35.937","6","0"
"2024","4","34.320","135.897","3","0"
"2024","4","34.373","70.366","2","1"
"2024","4","34.432","8.791","2","0"
"2024","4","34.471","38.206","28","47"
"2024","4","34.477","49.582","16","0"
"2024","4","34.487","46.809","14","1"
"2024","4","34.525","69.343","33","53"
"2024","4","34.550","36.190","4","0"
"2024","4","34.651","132.766","9","0"
"2024","4","34.662","135.556","14","0"
"2024","4","34.667","51.002","4","0"
"2024","4","34.669","43.632","7","10"
"2024","4","34.723","10.336","5","0"
"2024","4","34.752","-92.495","5","0"
"2024","4","34.795","32.986","6","1"
"2024","4","34.870","48.559","7","0"
"2024","4","34.879","127.028","9","0"
"2024","4","34.882","9.527","2","0"
"2024","4","34.891","133.785","1","0"
"2024","4","34.909","69.747","1","1"
"2024","4","34.924","28.722","6","0"
"2024","4","35.001","137.277","4","0"
"2024","4","35.002","68.758","5","2"
"2024","4","35.005","71.041","2","3"
"2024","4","35.082","33.073","14","0"
"2024","4","35.121","138.225","3","0"
"2024","4","35.202","129.078","22","0"
"2024","4","35.214","126.916","10","0"
"2024","4","35.216","-80.432","54","0"
"2024","4","35.218","-5.435","35","0"
"2024","4","35.232","40.276","183","91"
"2024","4","35.242","135.502","10","0"
"2024","4","35.246","136.109","4","0"
"2024","4","35.257","63.581","1","0"
"2024","4","35.286","44.060","15","6"
"2024","4","35.290","-97.218","7","0"
"2024","4","35.293","-2.952","3","0"
"2024","4","35.309","24.469","4","0"
"2024","4","35.317","37.341","44","19"
"2024","4","35.326","33.825","5","0"
"2024","4","35.341","5.731","1","0"
"2024","4","35.343","10.603","3","0"
"2024","4","35.345","128.449","28","0"
"2024","4","35.405","139.313","4","0"
"2024","4","35.489","69.887","3","1"
"2024","4","35.501","129.191","6","0"
"2024","4","35.502","51.327","61","0"
